city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id,airports-3rddegree,airports-airblast1,airports-airblast5,airports-fireball,bases-3rddegree,bases-airblast1,bases-airblast5,bases-fireball,capitals-3rddegree,capitals-airblast1,capitals-airblast5,capitals-fireball,cities-3rddegree,cities-airblast1,cities-airblast5,cities-fireball,earthquakes10,earthquakes20,earthquakes50,earthquakes70,hurricanes-200-land,hurricanes-400-land,hurricanes-50-land,hurricanes-650-land,ports-3rddegree,ports-airblast1,ports-airblast5,ports-fireball,power-3rddegree,power-airblast1,power-airblast5,power-fireball,railyard-3rddegree,railyard-airblast1,railyard-airblast5,railyard-fireball,silo-3rddegree,silo-airblast1,silo-airblast5,silo-fireball,tornado10,tornado25,tornado40,tornado65,wildfires-1,wildfires-2,wildfires-3,wildfires-4
Camas,Camas,WA,Washington,"53011",Clark,"45.6003","-122.4306","23331","23331","646",polygon,True,America/Los_Angeles,"98607","1840018524","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Pasco,Pasco,WA,Washington,"53021",Franklin,"46.2503","-119.1298","73013","73013","837",polygon,True,America/Los_Angeles,99301 99302,"1840019888","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
Issaquah,Issaquah,WA,Washington,"53033",King,"47.5421","-122.0445","37487","37487","1193",polygon,True,America/Los_Angeles,98029 98027,"1840018422","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Toppenish,Toppenish,WA,Washington,"53077",Yakima,"46.3807","-120.3124","14441.0","8906","1627",polygon,True,America/Los_Angeles,"98948","1840021151","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Vancouver,Vancouver,WA,Washington,"53011",Clark,"45.6352","-122.5970","175673","175673","1444",polygon,True,America/Los_Angeles,98664 98660 98661 98662 98663 98682 98683 98684 98687,"1840021189","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
Battle Ground,Battle Ground,WA,Washington,"53011",Clark,"45.7764","-122.5413","20576","20576","938",polygon,True,America/Los_Angeles,"98604","1840018523","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Mount Vernon,Mount Vernon,WA,Washington,"53057",Skagit,"48.4202","-122.3116","69528.0","35051","1099",polygon,True,America/Los_Angeles,98274 98273,"1840019774","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
Ferndale,Ferndale,WA,Washington,"53073",Whatcom,"48.8525","-122.5892","14026","14026","775",polygon,True,America/Los_Angeles,"98248","1840019751","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Aberdeen,Aberdeen,WA,Washington,"53027",Grays Harbor,"46.9757","-123.8095","29089.0","16462","585",polygon,True,America/Los_Angeles,"98520","1840018446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
Shoreline,Shoreline,WA,Washington,"53033",King,"47.7564","-122.3426","56189","56189","1864",polygon,True,America/Los_Angeles,98155 98177 98133 98160,"1840021118","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Everett,Everett,WA,Washington,"53061",Snohomish,"47.9524","-122.1670","110079","110079","1278",polygon,True,America/Los_Angeles,98207 98204 98205 98203 98201 98208 98275 98206 98213,"1840019785","1","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
Burien,Burien,WA,Washington,"53033",King,"47.4762","-122.3393","51671","51671","1983",polygon,True,America/Los_Angeles,98146 98148 98168 98166 98062,"1840018420","1","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
Manassas Park,Manassas Park,VA,Virginia,"51685",Manassas Park (city),"38.7719","-77.4450","16591","16591","2537",polygon,True,America/New_York,"20111","1840003838","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Fairfax,Fairfax,VA,Virginia,"51600",Fairfax (city),"38.8531","-77.2997","24097","24097","1491",polygon,True,America/New_York,22030 22031 22037,"1840001650","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Waynesboro,Waynesboro,VA,Virginia,"51820",Waynesboro (city),"38.0674","-78.9013","22327","22327","576",polygon,True,America/New_York,"22980","1840003848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Winchester,Winchester,VA,Virginia,"51840",Winchester (city),"39.1735","-78.1746","74031.0","27932","1173",polygon,True,America/New_York,22601 22604,"1840001623","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Radford,Radford,VA,Virginia,"51750",Radford (city),"37.1229","-80.5587","17658","17658","704",polygon,True,America/New_York,24142 24141 24143,"1840003864","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Richmond,Richmond,VA,Virginia,"51760",Richmond (city),"37.5295","-77.4756","1059907.0","227032","1463",polygon,True,America/New_York,23234 23222 23223 23220 23221 23226 23227 23224 23225 23230 23235 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23284 23285 23286 23289 23290 23291 23292 23295 23298,"1840001698","1","1","0","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Virginia Beach,Virginia Beach,VA,Virginia,"51810",Virginia Beach (city),"36.7335","-76.0435","1480383.0","450435","710",polygon,True,America/New_York,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479,"1840003871","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Herndon,Herndon,VA,Virginia,"51059",Fairfax,"38.9700","-77.3867","24532","24532","2209",polygon,True,America/New_York,20170 20172 22095,"1840006037","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Chesapeake,Chesapeake,VA,Virginia,"51550",Chesapeake (city),"36.6778","-76.3024","240397","240397","274",polygon,True,America/New_York,23323 23325 23324 23322 23321 23320 23326 23327 23328,"1840003874","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Purcellville,Purcellville,VA,Virginia,"51107",Loudoun,"39.1378","-77.7110","15112.0","9771","1114",polygon,True,America/New_York,20132 20134,"1840005875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Charlottesville,Charlottesville,VA,Virginia,"51540",Charlottesville (city),"38.0375","-78.4855","102016.0","48019","1809",polygon,True,America/New_York,22901 22902 22903 22905 22906 22909,"1840001678","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Smithfield,Smithfield,VA,Virginia,"51093",Isle of Wight,"36.9754","-76.6162","10551.0","8355","342",polygon,True,America/New_York,23430 23431,"1840006487","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Norfolk,Norfolk,VA,Virginia,"51710",Norfolk (city),"36.8945","-76.2590","244703","244703","1773",polygon,True,America/New_York,23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541,"1840003869","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Petersburg,Petersburg,VA,Virginia,"51730",Petersburg (city),"37.2043","-77.3913","31750","31750","539",polygon,True,America/New_York,23803 23805 23804,"1840003861","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
Falls Church,Falls Church,VA,Virginia,"51610",Falls Church (city),"38.8847","-77.1751","14583","14583","2751",polygon,True,America/New_York,22046 22040,"1840003835","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Martinsville,Martinsville,VA,Virginia,"51690",Martinsville (city),"36.6827","-79.8636","33363.0","13142","463",polygon,True,America/New_York,24112 24113 24114 24115,"1840001727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Danville,Danville,VA,Virginia,"51590",Danville (city),"36.5831","-79.4088","47135.0","41130","371",polygon,True,America/New_York,24540 24541,"1840003878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Manassas,Manassas,VA,Virginia,"51683",Manassas (city),"38.7479","-77.4839","41501","41501","1626",polygon,True,America/New_York,20110 20108,"1840003839","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Suffolk,Suffolk,VA,Virginia,"51800",Suffolk (city),"36.6953","-76.6398","90237","90237","87",polygon,True,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439,"1840003873","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Harrisonburg,Harrisonburg,VA,Virginia,"51660",Harrisonburg (city),"38.4362","-78.8735","74023.0","54215","1207",polygon,True,America/New_York,22801 22802 22807 22803,"1840003844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Fredericksburg,Fredericksburg,VA,Virginia,"51630",Fredericksburg (city),"38.2992","-77.4872","164976.0","28360","1047",polygon,True,America/New_York,22401 22404 22412,"1840003845","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Culpeper,Culpeper,VA,Virginia,"51047",Culpeper,"38.4705","-78.0001","19986.0","18413","977",polygon,True,America/New_York,"22701","1840006169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Blacksburg,Blacksburg,VA,Virginia,"51121",Montgomery,"37.2300","-80.4280","92573.0","44563","874",polygon,True,America/New_York,24060 24061 24062 24063 24111,"1840006446","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Portsmouth,Portsmouth,VA,Virginia,"51740",Portsmouth (city),"36.8468","-76.3540","94572","94572","1096",polygon,True,America/New_York,23703 23709 23708 23704 23707 23701 23702 23705,"1840003872","1","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Newport News,Newport News,VA,Virginia,"51700",Newport News (city),"37.1051","-76.5185","179388","179388","1002",polygon,True,America/New_York,23601 23608 23604 23605 23606 23607 23602 23603 23609 23612 23628 23630,"1840003862","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Salem,Salem,VA,Virginia,"51775",Salem (city),"37.2864","-80.0555","25862","25862","687",polygon,True,America/New_York,24153 24155 24157,"1840001719","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Leesburg,Leesburg,VA,Virginia,"51107",Loudoun,"39.1058","-77.5544","54215","54215","1688",polygon,True,America/New_York,20176 20175 20177 20178,"1840005872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
Pulaski,Pulaski,VA,Virginia,"51155",Pulaski,"37.0528","-80.7624","15496.0","8764","419",polygon,True,America/New_York,"24301","1840006469","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Staunton,Staunton,VA,Virginia,"51790",Staunton (city),"38.1593","-79.0611","58470.0","24528","475",polygon,True,America/New_York,24401 24402,"1840001670","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Bristol,Bristol,VA,Virginia,"51520",Bristol (city),"36.6179","-82.1607","16790","16790","502",polygon,True,America/New_York,24201 24202 24203 24205 24209 37625,"1840003879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Hampton,Hampton,VA,Virginia,"51650",Hampton (city),"37.0551","-76.3629","134669","134669","1010",polygon,True,America/New_York,23666 23664 23665 23651 23605 23661 23669 23663 23667 23668 23670 23681,"1840003866","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Roanoke,Roanoke,VA,Virginia,"51770",Roanoke (city),"37.2785","-79.9580","216177.0","99837","906",polygon,True,America/New_York,24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043,"1840003858","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0"
Williamsburg,Williamsburg,VA,Virginia,"51830",Williamsburg (city),"37.2693","-76.7076","80855.0","15031","649",polygon,True,America/New_York,23187 23185,"1840001720","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
Front Royal,Front Royal,VA,Virginia,"51187",Warren,"38.9260","-78.1838","19668.0","15239","572",polygon,True,America/New_York,"22630","1840006045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
Alexandria,Alexandria,VA,Virginia,"51510",Alexandria (city),"38.8185","-77.0861","160035","160035","4137",polygon,True,America/New_York,22302 22301 22304 22305 22311 22314 22320 22331 22332 22333 22334,"1840003837","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
